Time,Amplitude,Heart_Rate,SPO2,Blood_Pressure,Temperature
868.036,1.86,168,90.9,108/74,37.2
868.04,1.9,167,89.0,133/88,37.2
868.044,1.955,178,94.8,107/73,36.7
868.048,1.98,136,92.4,105/77,36.5
868.052,2.015,164,94.8,100/70,36.0
868.056,2.01,160,89.7,136/84,36.9
868.06,1.96,136,91.3,121/86,37.3
868.064,1.96,111,92.0,135/84,36.3
868.068,1.965,126,92.6,126/72,36.4
868.072,1.95,122,94.7,137/89,36.3
868.076,1.97,150,91.6,119/71,37.4
868.08,1.955,158,94.5,121/82,36.6
868.084,1.99,133,90.2,130/74,37.3
868.088,2.035,162,95.1,102/88,36.5
868.092,2.06,147,92.1,102/75,37.3
868.096,2.085,171,94.8,108/82,36.2
868.1,2.07,150,93.2,131/81,36.4
868.104,2.09,128,90.0,114/84,36.5
868.108,2.1,154,92.4,124/76,36.4
868.112,2.12,124,94.4,115/77,37.5
868.116,2.095,108,93.2,122/81,36.7
868.12,2.155,120,88.5,107/81,36.2
868.124,2.17,131,94.5,107/76,37.4
868.128,2.21,125,88.7,116/89,37.3
868.132,2.185,156,92.4,108/84,37.3
868.136,2.235,125,95.2,116/77,36.6
868.14,2.26,163,90.0,130/73,37.4
868.144,2.29,121,91.0,129/87,36.3
868.148,2.31,135,90.1,122/78,37.1
868.152,2.33,176,88.3,134/79,36.8
868.156,2.34,128,92.3,109/77,37.2
868.16,2.33,129,94.7,106/75,36.7
868.164,2.355,114,91.3,132/89,36.3
868.168,2.37,147,93.8,119/82,37.1
868.172,2.35,167,89.8,109/86,36.2
868.176,2.29,160,93.5,129/79,37.0
868.18,2.28,170,91.1,132/80,37.3
868.184,2.3,112,91.4,100/75,37.2
868.188,2.34,141,89.3,129/82,36.9
868.192,2.275,172,93.6,102/74,37.0
868.196,2.335,130,95.5,123/72,37.2
868.2,2.345,163,92.4,119/80,37.0
868.204,2.3,110,92.3,118/80,37.0
868.208,2.23,168,90.9,109/83,36.2
868.212,2.22,137,88.5,102/75,37.3
868.216,2.165,118,94.9,115/86,36.2
868.22,2.145,105,89.6,109/86,37.1
868.224,2.12,143,93.6,134/71,37.0
868.228,2.14,135,89.6,126/75,37.2
868.232,2.08,107,91.8,126/84,36.3
868.236,2.045,123,88.3,115/79,36.3
868.24,2.05,139,93.2,115/73,37.1
868.244,1.99,175,90.7,103/86,37.3
868.248,1.99,141,89.6,111/85,37.0
868.252,2.005,117,90.0,102/82,37.5
868.256,2.005,136,93.9,129/73,36.9
868.26,2.005,161,91.3,116/85,36.3
868.264,1.995,152,89.9,123/81,37.1
868.268,1.995,148,90.4,131/86,36.2
868.272,1.98,166,93.7,100/79,36.4
868.276,1.885,162,92.9,123/86,36.3
868.28,1.84,101,91.1,120/88,37.5
868.284,1.85,163,93.8,138/83,36.2
868.288,1.89,155,91.6,101/77,36.5
868.292,1.855,117,92.8,117/74,36.3
868.296,1.83,157,90.0,115/88,36.1
868.3,1.78,151,93.5,106/82,36.4
868.304,1.78,136,93.3,102/76,37.2
868.308,1.75,158,89.6,123/84,36.1
868.312,1.685,152,93.5,125/81,37.1
868.316,1.71,145,96.0,107/84,37.0
868.32,1.74,115,88.7,120/71,37.2
868.324,1.755,137,92.1,130/76,37.5
868.328,1.74,161,88.2,132/79,37.3
868.332,1.685,144,91.6,102/89,37.1
868.336,1.69,101,92.3,127/70,36.0
868.34,1.7,123,95.8,122/72,36.8
868.344,1.705,174,91.9,113/86,37.2
868.348,1.67,126,91.4,119/85,36.3
868.352,1.62,117,94.1,118/72,37.2
868.356,1.61,123,94.9,120/83,36.2
868.36,1.59,135,95.5,129/86,37.2
868.364,1.6,110,95.7,122/78,36.6
868.368,1.56,166,89.4,121/82,36.3
868.372,1.56,117,93.6,104/73,37.1
868.376,1.52,113,91.2,130/74,37.3
868.38,1.48,150,88.3,120/85,36.8
868.384,1.51,140,92.4,124/84,36.0
868.388,1.48,158,95.7,128/79,36.2
868.392,1.43,102,89.0,118/82,37.1
868.396,1.41,175,91.2,131/71,36.7
868.4,1.42,137,88.7,103/74,36.5
868.404,1.4,103,90.8,103/84,36.6
868.408,1.39,179,88.2,121/82,36.1
868.412,1.38,162,90.1,129/83,37.3
868.416,1.395,116,91.9,113/89,36.4
868.42,1.415,148,90.1,122/82,37.5
868.424,1.385,161,94.3,107/81,36.3
868.428,1.39,129,95.9,106/86,37.2
868.432,1.36,115,92.1,124/81,36.8
868.436,1.35,155,93.1,121/88,36.5
868.44,1.355,177,93.4,138/87,37.0
868.444,1.335,164,93.5,139/73,37.0
868.448,1.405,149,92.7,115/75,36.9
868.452,1.435,135,89.1,102/78,37.2
868.456,1.43,162,88.6,103/83,36.2
868.46,1.405,138,91.6,128/77,37.1
868.464,1.4,136,89.1,124/87,36.1
868.468,1.41,160,95.4,138/70,36.8
868.472,1.44,152,94.6,100/70,36.9
868.476,1.43,168,94.6,122/75,37.0
868.48,1.405,109,94.0,104/81,37.0
868.484,1.46,120,90.8,137/77,36.2
868.488,1.475,115,91.1,137/71,37.3
868.492,1.43,150,91.4,128/81,37.4
868.496,1.445,117,95.8,131/82,37.5
868.5,1.465,125,89.4,120/78,37.4
868.504,1.425,122,89.2,131/86,36.6
868.508,1.445,159,95.9,139/82,36.9
868.512,1.505,166,90.9,103/76,36.8
868.516,1.5,167,90.8,121/70,37.2
868.52,1.48,127,95.7,128/72,36.5
868.524,1.415,138,93.8,111/83,37.0
868.528,1.425,118,95.6,118/71,36.2
868.532,1.405,143,90.5,112/71,37.1
868.536,1.43,120,95.2,103/87,37.3
868.54,1.405,135,92.9,116/74,36.5
868.544,1.4,110,95.7,107/87,36.4
868.548,1.415,135,96.0,109/84,37.1
868.552,1.435,145,94.8,101/73,36.5
868.556,1.415,120,90.1,104/73,36.8
868.56,1.395,118,95.5,126/79,36.7
868.564,1.395,127,95.2,106/80,36.2
868.568,1.425,179,91.9,127/79,36.0
868.572,1.36,101,95.8,114/73,36.6
868.576,1.29,107,94.8,103/87,37.2
868.58,1.29,144,88.1,134/70,36.1
868.584,1.31,177,92.3,122/75,36.6
868.588,1.265,159,90.3,139/75,36.9
868.592,1.25,160,94.9,113/85,36.5
868.596,1.21,111,91.7,114/80,36.4
868.6,1.215,120,95.8,116/70,36.8
868.604,1.215,121,90.0,138/88,37.3
868.608,1.195,113,96.0,120/83,36.8
868.612,1.185,129,88.8,122/70,36.5
868.616,1.23,151,89.1,137/83,37.0
868.62,1.23,174,89.5,107/72,36.6
868.624,1.21,119,95.8,135/78,37.2
868.628,1.215,105,89.5,126/74,36.8
868.632,1.2,179,90.0,104/87,37.0
868.636,1.195,101,91.0,123/75,36.6
868.64,1.195,172,95.5,101/83,36.7
868.644,1.2,106,90.5,106/82,37.2
868.648,1.18,108,89.4,116/71,37.3
868.652,1.195,123,89.2,130/86,36.8
868.656,1.195,179,95.4,113/82,36.6
868.66,1.18,161,91.9,114/86,36.5
868.664,1.135,164,92.4,129/79,36.3
868.668,1.13,178,92.0,110/89,37.5
868.672,1.155,167,92.4,112/70,36.3
868.676,1.13,159,93.0,123/73,36.9
868.68,1.125,117,92.2,134/79,37.5
868.684,1.16,104,92.6,128/89,37.1
868.688,1.185,108,88.5,123/85,36.3
868.692,1.2,155,90.1,128/80,37.0
868.696,1.22,123,91.7,113/77,36.6
868.7,1.23,155,94.8,132/83,36.9
868.704,1.19,141,95.4,102/71,37.2
868.708,1.16,104,90.2,101/77,37.0
868.712,1.195,119,92.9,101/72,37.0
868.716,1.19,166,94.3,109/72,36.3
868.72,1.16,163,94.7,105/89,36.4
868.724,1.19,166,90.1,116/74,36.1
868.728,1.21,137,89.3,133/73,36.6
868.732,1.29,140,93.1,123/72,37.0
868.736,1.32,168,88.3,126/81,36.5
868.74,1.375,169,93.5,109/78,36.5
868.744,1.37,142,94.6,110/72,36.7
868.748,1.33,128,91.0,112/78,37.3
868.752,1.305,118,96.0,106/77,37.0
868.756,1.27,146,90.0,127/86,36.9
868.76,1.285,158,91.0,123/80,37.0
868.764,1.34,101,93.3,129/79,36.2
868.768,1.285,166,92.5,115/89,36.3
868.772,1.26,113,92.4,111/73,36.0
868.776,1.27,179,96.0,134/73,36.2
868.78,1.27,152,94.3,133/84,37.1
868.784,1.23,169,94.3,130/80,37.4
868.788,1.195,151,93.2,100/86,36.6
868.792,1.15,113,89.2,127/78,36.3
868.796,1.16,155,89.8,128/74,36.7
868.8,1.15,154,90.1,107/73,36.5
868.804,1.105,178,89.7,130/71,37.0
868.808,1.07,116,95.8,103/88,36.8
868.812,1.035,113,92.7,110/85,36.7
868.816,1.025,108,95.2,112/83,36.4
868.82,1.04,103,91.7,103/84,36.5
868.824,1.04,166,95.5,128/74,37.1
868.828,1.03,129,93.6,134/71,36.6
868.832,0.98,143,90.3,104/89,36.5
868.836,0.97,131,95.1,137/75,36.5
868.84,0.93,165,91.7,118/88,37.3
868.844,0.88,157,94.8,134/74,37.0
868.848,0.86,116,95.0,109/74,36.3
868.852,0.88,131,91.7,105/85,36.3
868.856,0.905,176,90.7,121/88,36.1
868.86,0.9,150,95.6,100/81,36.9
868.864,0.93,155,92.0,138/87,36.2
868.868,0.91,108,88.2,116/86,37.1
868.872,0.905,131,95.3,101/80,37.5
868.876,0.93,154,88.6,134/74,37.5
868.88,0.93,115,93.5,101/80,36.5
868.884,0.935,170,90.7,124/74,37.2
868.888,0.93,115,88.5,123/80,37.2
868.892,1.01,114,91.7,139/84,36.6
868.896,1.01,174,92.4,107/75,36.6
868.9,0.995,149,95.9,112/73,37.4
868.904,0.99,170,92.8,131/85,36.7
868.908,1.005,142,94.4,134/72,36.9
868.912,1.045,167,90.0,128/70,36.4
868.916,1.09,164,94.0,120/71,36.3
868.92,1.075,138,94.9,116/81,36.6
868.924,1.09,129,95.9,122/72,37.3
868.928,1.105,177,94.7,127/81,36.1
868.932,1.06,158,90.3,119/75,36.4
868.936,1.025,171,92.3,107/87,36.4
868.94,1.025,179,90.0,106/85,36.3
868.944,1.01,169,88.4,134/88,37.1
868.948,1.015,174,95.1,104/70,37.0
868.952,1.105,157,88.1,136/87,37.1
868.956,1.115,157,94.5,110/85,36.6
868.96,1.08,106,90.2,124/81,36.9
868.964,1.05,113,92.8,104/79,36.1
868.968,1.0,156,91.8,105/80,36.2
868.972,0.995,159,91.4,108/78,36.0
868.976,0.99,140,90.5,135/86,36.1
868.98,0.98,173,92.4,101/83,36.3
868.984,0.945,178,96.0,115/72,36.9
868.988,0.93,127,89.3,115/79,36.3
868.992,0.98,145,90.0,122/76,36.6
868.996,0.945,165,92.0,105/82,36.2
869.0,0.91,161,91.0,127/80,36.4
869.004,0.91,125,88.9,119/87,36.9
869.008,0.895,142,89.1,102/82,36.6
869.012,0.9,106,89.6,128/73,37.0
869.016,0.915,144,94.9,110/72,36.2
869.02,0.93,126,95.0,124/82,36.8
869.024,0.89,113,91.5,103/82,36.4
869.028,0.835,177,88.9,128/82,36.8
869.032,0.81,125,95.9,139/88,37.1
869.036,0.825,155,91.9,107/89,36.1
869.04,0.84,142,90.0,132/82,36.2
869.044,0.835,144,91.5,116/70,37.4
869.048,0.835,157,93.2,139/76,36.6
869.052,0.84,109,92.4,134/70,37.2
869.056,0.815,101,89.9,123/84,36.8
869.06,0.82,150,91.8,116/86,37.2
869.064,0.745,166,89.2,106/76,36.1
869.068,0.735,123,88.7,108/89,36.3
869.072,0.745,112,92.1,137/89,36.0
869.076,0.745,136,91.3,134/74,37.0
869.08,0.785,132,90.4,101/86,37.4
869.084,0.74,133,95.2,115/74,36.1
869.088,0.73,171,95.9,123/89,36.5
869.092,0.73,176,93.6,122/79,36.8
869.096,0.695,157,92.6,134/81,37.3
869.1,0.65,114,96.0,106/77,37.3
869.104,0.615,173,94.6,112/85,36.2
869.108,0.6,132,93.7,123/71,36.8
869.112,0.625,147,88.3,139/70,37.2
869.116,0.66,151,88.4,114/70,36.6
869.12,0.615,116,89.5,121/79,36.8
869.124,0.585,157,88.5,106/70,37.3
869.128,0.64,120,88.0,121/71,37.5
869.132,0.88,118,94.5,117/89,37.0
869.136,1.26,162,95.7,135/88,36.8
869.14,1.41,179,89.3,102/77,36.4
869.144,0.915,162,95.5,135/72,37.5
869.148,0.275,157,91.2,128/85,36.2
869.152,-0.365,136,94.7,136/71,37.0
869.156,-1.005,176,93.4,129/77,36.0
869.16,-1.645,115,90.0,137/73,37.4
869.164,-2.285,154,88.3,103/88,36.5
869.168,-2.925,177,90.4,116/83,36.9
869.172,-3.565,127,91.1,100/81,37.3
869.176,-4.205,164,91.1,105/84,37.0
869.18,-4.845,152,88.4,117/88,37.1
869.184,-5.485,176,94.4,117/76,37.0
869.188,-6.125,171,94.8,112/89,36.6
869.192,-6.765,129,90.3,107/76,36.1
869.196,-7.175,163,90.7,137/74,36.9
869.2,-6.54,145,92.1,129/81,36.2
869.204,-5.905,108,89.3,129/76,36.4
869.208,-5.27,147,89.8,137/86,37.2
869.212,-4.635,121,95.9,118/74,36.8
869.216,-4.0,146,89.7,118/76,37.4
869.22,-3.365,118,90.7,131/89,36.6
869.224,-2.73,102,94.5,107/86,37.3
869.228,-2.095,154,91.1,108/85,36.2
869.232,-1.46,174,93.4,138/89,36.8
869.236,-0.825,111,91.2,111/87,37.2
869.24,-0.19,161,91.8,131/83,37.1
869.244,0.445,118,89.2,128/78,37.5
869.248,1.08,106,90.7,133/80,36.7
869.252,1.32,131,93.6,107/76,36.1
869.256,1.345,116,91.6,126/83,37.1
869.26,1.38,114,89.7,108/84,37.4
869.264,1.365,142,93.8,112/86,36.5
869.268,1.335,169,92.3,118/79,37.1
869.272,1.36,158,95.3,111/79,36.1
869.276,1.46,150,90.0,103/77,36.5
869.28,1.47,148,93.6,134/83,36.7
869.284,1.49,140,95.2,103/72,37.4
869.288,1.5,145,95.2,113/70,36.1
869.292,1.485,136,89.3,108/81,37.2
869.296,1.52,132,94.0,100/82,36.1
869.3,1.54,156,91.9,124/70,36.6
869.304,1.55,167,89.0,137/83,37.4
869.308,1.6,175,93.2,104/86,37.2
869.312,1.655,176,89.8,114/85,36.0
869.316,1.695,138,88.7,111/73,36.6
869.32,1.68,117,92.9,139/81,36.4
869.324,1.67,155,89.3,129/86,36.4
869.328,1.645,113,88.8,134/72,36.8
869.332,1.64,116,94.3,102/72,37.0
869.336,1.685,120,93.2,127/86,37.1
869.34,1.72,160,90.7,127/80,36.2
869.344,1.71,125,92.1,111/78,36.4
869.348,1.655,135,90.2,111/79,37.5
869.352,1.655,150,95.8,124/71,36.8
869.356,1.615,153,92.1,118/83,37.0
869.36,1.64,159,95.3,102/77,36.7
869.364,1.635,159,92.6,106/80,37.1
869.368,1.645,133,92.0,105/83,36.2
869.372,1.62,124,90.9,125/88,37.5
869.376,1.615,171,93.3,108/75,36.5
869.38,1.62,168,94.0,115/72,36.1
869.384,1.65,127,89.2,122/72,36.4
869.388,1.68,133,89.1,126/71,36.4
869.392,1.665,125,88.0,122/80,36.1
869.396,1.67,127,96.0,115/84,36.4
869.4,1.64,149,95.6,118/88,36.6
869.404,1.57,151,90.9,109/79,37.3
869.408,1.54,113,88.8,125/73,37.3
869.412,1.505,122,94.9,110/89,37.0
869.416,1.52,138,90.6,112/70,37.3
869.42,1.54,171,93.8,128/71,36.4
869.424,1.52,168,93.2,124/76,37.0
869.428,1.54,118,94.8,132/87,36.0
869.432,1.53,124,95.8,136/73,37.2
869.436,1.505,111,93.7,103/89,36.4
869.44,1.48,158,92.1,116/77,36.3
869.444,1.44,174,94.9,120/87,36.5
869.448,1.38,176,90.9,121/80,36.7
869.452,1.345,166,94.4,119/84,36.4
869.456,1.315,112,91.9,105/83,37.5
869.46,1.29,167,95.1,128/76,36.1
869.464,1.27,129,89.9,112/81,36.0
869.468,1.22,163,95.6,121/82,37.0
869.472,1.22,150,89.5,130/83,36.4
869.476,1.23,128,94.5,108/72,36.5
869.48,1.24,128,88.8,102/89,37.3
869.484,1.325,112,88.5,135/75,37.0
869.488,1.34,128,94.2,101/75,36.5
869.492,1.345,142,90.5,102/88,36.0
869.496,1.34,146,93.5,127/73,36.3
869.5,1.385,175,93.9,136/82,36.0
869.504,1.39,126,91.3,104/72,36.7
869.508,1.43,148,95.5,123/76,37.0
869.512,1.48,131,94.2,112/80,36.9
869.516,1.56,165,88.8,120/89,36.2
869.52,1.57,171,93.6,124/80,36.5
869.524,1.58,127,91.5,105/83,36.4
869.528,1.615,131,94.9,118/87,36.4
869.532,1.71,150,91.2,104/87,37.1
869.536,1.775,161,89.9,112/88,36.4
869.54,1.83,117,95.8,105/75,36.8
869.544,1.89,170,94.6,123/74,36.2
869.548,1.9,133,96.0,129/81,37.1
869.552,1.965,117,89.4,107/81,36.9
869.556,1.995,155,95.2,117/80,36.7
869.56,2.02,114,95.0,108/80,37.3
869.564,2.06,153,95.7,129/78,37.3
869.568,2.12,132,93.3,115/83,36.3
869.572,2.145,164,88.2,109/86,36.6
869.576,2.18,133,89.5,136/81,37.4
869.58,2.165,166,89.3,124/76,37.0
869.584,2.11,105,95.0,116/77,36.3
869.588,2.13,120,90.7,105/70,37.4
869.592,2.14,168,92.2,121/81,36.1
869.596,2.13,126,89.5,106/89,37.2
869.6,2.125,171,91.3,124/82,36.6
869.604,2.14,179,92.2,138/77,36.7
869.608,2.125,178,92.9,117/74,37.5
869.612,2.14,109,93.5,100/78,36.1
869.616,2.135,160,90.1,109/74,36.3
869.62,2.06,103,93.3,125/70,36.2
869.624,2.01,117,89.5,111/88,36.4
869.628,2.01,113,91.3,139/80,36.2
869.632,2.025,148,92.8,124/71,37.0
869.636,1.99,139,90.6,138/71,37.1
869.64,2.015,160,90.0,137/72,36.3
869.644,1.945,170,95.4,119/73,36.3
869.648,1.905,104,95.0,139/80,37.3
869.652,1.865,168,89.0,104/76,36.2
869.656,1.84,170,90.6,123/87,36.0
869.66,1.845,172,94.1,122/81,36.0
869.664,1.845,121,89.7,104/78,37.5
869.668,1.87,166,91.2,113/75,36.1
869.672,1.83,140,95.3,110/81,36.1
869.676,1.805,127,92.7,121/78,36.4
869.68,1.875,104,94.5,125/84,36.5
869.684,1.88,157,88.1,123/81,37.0
869.688,1.875,175,91.4,106/74,37.0
869.692,1.88,129,93.5,111/76,36.7
869.696,1.885,101,94.6,105/87,36.3
869.7,1.88,170,93.1,101/77,36.9
869.704,1.92,168,91.5,135/70,37.4
869.708,1.965,124,88.2,118/71,37.4
869.712,1.96,152,94.3,115/83,36.2
869.716,1.965,156,94.7,109/79,36.5
869.72,1.9,129,90.0,110/82,36.0
869.724,1.885,126,90.7,116/79,36.5
869.728,1.91,154,93.5,137/77,36.2
869.732,1.88,142,94.1,116/81,36.8
869.736,1.865,128,88.7,121/71,37.4
869.74,1.82,121,93.6,119/71,36.4
869.744,1.82,146,95.4,119/71,37.0
869.748,1.815,175,92.6,110/73,36.2
869.752,1.785,132,95.6,118/81,36.4
869.756,1.75,168,94.8,139/70,36.0
869.76,1.665,133,94.3,132/84,37.2
869.764,1.66,148,88.6,128/84,36.8
869.768,1.635,127,93.5,127/80,36.0
869.772,1.65,113,94.5,135/78,37.4
869.776,1.66,169,92.4,100/85,36.1
869.78,1.615,120,89.1,104/80,37.2
869.784,1.595,147,91.6,131/71,36.5
869.788,1.57,168,94.8,134/82,37.0
869.792,1.595,132,94.9,132/76,36.3
869.796,1.6,169,95.3,114/74,36.3
869.8,1.6,122,94.9,125/82,37.5
869.804,1.595,164,91.2,104/70,36.2
869.808,1.59,129,89.3,133/83,36.4
869.812,1.57,119,92.0,130/75,37.3
869.816,1.645,160,92.2,105/78,37.4
869.82,1.615,170,89.6,113/76,37.5
869.824,1.55,176,91.0,102/79,37.4
869.828,1.535,164,95.4,118/88,36.4
869.832,1.53,161,91.8,129/82,36.3
869.836,1.5,177,91.5,136/78,36.3
869.84,1.445,144,92.6,130/71,37.3
869.844,1.46,101,95.7,135/78,37.0
869.848,1.425,159,93.5,116/80,36.9
869.852,1.41,145,94.3,118/72,36.0
869.856,1.405,173,90.1,128/75,36.9
869.86,1.365,115,94.0,106/89,37.2
869.864,1.33,107,93.1,126/78,37.1
869.868,1.285,100,95.8,130/71,36.9
869.872,1.28,102,94.4,127/70,37.2
869.876,1.31,149,92.2,119/81,36.4
869.88,1.355,156,93.1,133/82,36.3
869.884,1.38,161,95.9,125/70,37.4
869.888,1.375,135,93.5,121/77,36.9
869.892,1.34,179,95.4,113/81,37.4
869.896,1.305,106,91.9,116/79,37.2
869.9,1.285,112,95.8,129/79,37.2
869.904,1.27,120,93.4,118/81,36.7
869.908,1.255,111,89.6,122/74,36.4
869.912,1.28,149,88.8,106/78,36.8
869.916,1.29,143,91.9,105/76,37.1
869.92,1.29,115,94.3,133/73,36.5
869.924,1.265,106,90.8,124/73,36.9
869.928,1.265,118,93.7,103/80,36.9
869.932,1.25,156,93.7,106/77,36.4
869.936,1.265,144,93.0,116/88,36.6
869.94,1.215,136,89.3,117/75,36.2
869.944,1.225,178,88.2,130/79,37.2
869.948,1.21,120,88.6,119/77,36.4
869.952,1.215,118,94.0,137/85,37.1
869.956,1.26,131,94.4,129/72,37.4
869.96,1.23,110,91.5,113/86,36.9
869.964,1.185,165,90.6,117/82,36.6
869.968,1.19,163,88.6,100/78,36.0
869.972,1.2,149,88.4,113/82,36.5
869.976,1.195,160,89.8,124/71,36.4
869.98,1.195,161,91.8,110/83,36.2
869.984,1.195,141,89.3,122/75,36.2
869.988,1.175,139,91.7,111/76,36.6
869.992,1.145,155,93.9,104/74,37.3
869.996,1.135,128,91.3,108/83,36.5
870.0,1.105,173,92.6,129/76,36.6
870.004,1.1,101,95.3,112/87,37.0
870.008,1.095,125,88.0,106/71,37.1
870.012,1.11,163,88.5,125/70,36.6
870.016,1.12,104,94.0,125/70,37.1
870.02,1.115,117,95.5,130/86,36.9
870.024,1.13,130,90.4,105/71,36.6
870.028,1.13,111,93.9,106/76,37.0
870.032,1.145,100,91.7,111/81,36.9
870.036,1.13,166,89.5,105/73,37.0
870.04,1.085,110,95.1,108/71,37.2
870.044,1.11,103,89.3,105/73,36.4
870.048,1.115,167,95.4,114/72,37.0
870.052,1.11,123,94.9,118/71,37.1
870.056,1.11,150,91.6,135/82,36.6
870.06,1.1,141,91.2,129/87,37.0
870.064,1.11,108,89.3,126/77,36.2
870.068,1.11,171,92.4,127/82,37.0
870.072,1.095,161,92.3,125/70,37.4
870.076,1.125,108,95.4,102/86,37.5
870.08,1.155,105,89.7,127/80,36.6
870.084,1.165,149,91.5,107/78,36.6
870.088,1.19,122,94.3,124/73,37.2
870.092,1.17,112,95.7,103/73,37.0
870.096,1.165,158,88.5,106/70,36.8
870.1,1.155,103,89.3,113/77,36.3
870.104,1.135,117,95.8,117/77,36.0
870.108,1.12,116,90.1,135/76,36.2
870.112,1.125,164,95.9,110/74,37.3
870.116,1.16,152,91.4,111/78,37.1
870.12,1.11,116,95.6,117/89,36.7
870.124,1.065,105,91.7,105/86,37.2
870.128,1.07,116,90.0,129/84,36.2
870.132,1.07,147,93.5,139/89,37.0
870.136,1.065,164,91.9,115/78,36.2
870.14,1.055,178,92.8,123/83,37.5
870.144,1.035,135,88.2,116/87,37.3
870.148,1.04,177,93.8,105/70,37.0
870.152,1.005,128,93.5,112/89,36.5
870.156,0.96,128,90.5,109/77,36.5
870.16,0.965,123,93.3,108/73,37.3
870.164,0.96,176,96.0,113/72,36.1
870.168,0.945,144,89.9,101/82,36.6
870.172,0.955,159,88.0,127/79,36.9
870.176,0.96,155,88.6,136/79,37.1
870.18,0.885,118,88.1,112/78,36.1
870.184,0.87,155,92.8,130/89,37.0
870.188,0.88,138,95.9,125/85,37.2
870.192,0.88,136,90.2,121/82,36.9
870.196,0.86,168,88.4,128/78,36.8
870.2,0.835,175,91.6,115/78,37.4
870.204,0.82,170,89.8,117/70,37.4
870.208,0.83,122,90.1,115/75,36.1
870.212,0.81,154,89.8,124/70,37.4
870.216,0.755,132,95.4,132/82,36.8
870.22,0.735,138,91.7,138/86,36.1
870.224,0.74,167,90.4,139/87,36.3
870.228,0.74,101,93.4,105/86,36.8
870.232,0.725,166,88.1,108/78,36.9
870.236,0.71,118,91.8,126/76,37.0
870.24,0.71,100,91.1,110/86,36.7
870.244,0.75,123,95.1,111/70,36.2
870.248,0.78,131,90.5,118/89,36.3
870.252,0.975,158,91.6,124/86,36.6
870.256,1.31,145,95.4,136/73,37.2
870.26,1.655,102,91.0,111/81,36.9
870.264,1.585,105,95.8,136/70,36.1
870.268,0.945,133,94.2,115/85,37.0
870.272,0.305,146,88.4,108/74,36.3
870.276,-0.335,101,95.1,136/70,36.2
870.28,-0.975,151,92.4,133/80,37.1
870.284,-1.615,179,95.9,128/81,37.1
870.288,-2.255,139,89.9,136/80,37.1
870.292,-2.895,154,95.7,108/73,37.1
870.296,-3.535,167,93.5,110/83,36.4
870.3,-4.175,177,92.2,125/80,37.4
870.304,-4.815,103,90.7,134/80,37.4
870.308,-5.455,102,89.0,103/82,36.7
870.312,-6.095,156,92.1,126/84,37.0
870.316,-6.735,138,90.8,128/86,36.5
870.32,-7.115,168,93.4,122/70,36.5
870.324,-6.48,165,91.8,129/76,37.1
870.328,-5.845,150,94.9,103/70,36.4
870.332,-5.21,166,94.1,109/84,36.4
870.336,-4.575,117,92.3,103/83,36.4
870.34,-3.94,166,94.3,119/84,37.4
870.344,-3.305,102,90.1,130/86,36.4
870.348,-2.67,124,93.4,139/80,37.3
870.352,-2.035,158,89.8,115/70,37.2
870.356,-1.4,171,89.0,103/78,36.9
870.36,-0.765,105,89.1,104/81,36.0
870.364,-0.13,126,93.2,105/84,36.2
870.368,0.505,103,92.7,136/78,36.9
870.372,1.14,109,92.6,128/71,37.3
870.376,1.52,163,95.5,105/75,36.6
870.38,1.57,119,88.3,135/75,36.4
870.384,1.575,116,90.3,110/77,36.3
870.388,1.605,176,94.9,117/77,37.3
870.392,1.58,171,93.8,113/80,36.7
870.396,1.665,129,93.6,116/78,36.6
870.4,1.73,158,89.0,137/84,36.9
870.404,1.725,138,91.2,112/75,37.2
870.408,1.735,144,89.0,116/80,37.1
870.412,1.76,162,93.5,129/71,36.2
870.416,1.745,108,88.2,117/75,37.3
870.42,1.775,118,92.7,124/72,36.7
870.424,1.77,119,88.3,127/82,36.6
870.428,1.785,171,93.8,111/75,36.8
870.432,1.8,115,90.2,120/72,37.0
870.436,1.785,120,95.8,111/83,37.1
870.44,1.81,129,95.3,110/83,37.1
870.444,1.775,152,90.6,102/78,36.5
870.448,1.78,100,95.2,130/80,36.3
870.452,1.765,128,91.3,136/77,37.4
870.456,1.73,130,94.3,112/86,36.3
870.46,1.7,130,88.0,123/70,37.3
870.464,1.675,146,89.8,124/83,36.4
870.468,1.67,112,88.1,128/83,36.8
870.472,1.65,162,91.2,103/89,37.2
870.476,1.68,112,88.9,114/84,36.6
870.48,1.625,102,94.5,115/76,36.0
870.484,1.655,139,91.4,118/70,37.5
870.488,1.68,163,94.9,133/89,36.2
870.492,1.66,139,90.7,136/79,36.2
870.496,1.625,110,95.5,139/88,36.4
870.5,1.625,179,93.7,110/74,36.5
870.504,1.62,117,89.5,125/72,36.8
870.508,1.635,131,90.6,112/86,37.2
870.512,1.595,154,95.9,117/84,37.0
870.516,1.64,128,88.8,137/80,36.2
870.52,1.665,134,90.1,105/89,36.8
870.524,1.645,173,92.0,135/82,36.2
870.528,1.62,128,92.2,123/82,36.6
870.532,1.59,159,93.9,136/78,37.0
870.536,1.63,108,89.2,132/71,37.0
870.54,1.65,146,94.0,110/81,36.2
870.544,1.615,141,89.1,115/76,36.8
870.548,1.575,120,92.6,139/88,37.3
870.552,1.55,118,93.0,118/71,36.7
870.556,1.545,165,92.7,115/75,36.3
870.56,1.505,166,91.4,113/75,36.7
